"00f4043a","14:6b:9c:f4:04:3a","Fri Apr 21 14:22:55 2023","54:f2:94:0f:71:ba","4.6","-56"
"00f4043b","14:6b:9c:f4:04:3b","Fri Apr 21 14:22:56 2023","54:f2:94:0f:71:ba","1.9","-46"
"00f4043a","14:6b:9c:f4:04:3a","Fri Apr 21 14:22:57 2023","54:f2:94:0f:71:ba","4.6","-56"
"00f4040b","14:6b:9c:f4:04:0b","Fri Apr 21 14:22:57 2023","54:f2:94:0f:71:ba","3.9","-54"
"00f4043b","14:6b:9c:f4:04:3b","Fri Apr 21 14:22:58 2023","54:f2:94:0f:71:ba","1.5","-43"
"00f4043a","14:6b:9c:f4:04:3a","Fri Apr 21 14:22:59 2023","54:f2:94:0f:71:ba","2.5","-49"
"00f4043b","14:6b:9c:f4:04:3b","Fri Apr 21 14:23:00 2023","54:f2:94:0f:71:ba","1.5","-43"
"00f4043a","14:6b:9c:f4:04:3a","Fri Apr 21 14:23:01 2023","54:f2:94:0f:71:ba","5.0","-57"
"00f4040b","14:6b:9c:f4:04:0b","Fri Apr 21 14:23:01 2023","54:f2:94:0f:71:ba","4.6","-56"
"00f4043b","14:6b:9c:f4:04:3b","Fri Apr 21 14:23:02 2023","54:f2:94:0f:71:ba","2.7","-50"
"00f4043a","14:6b:9c:f4:04:3a","Fri Apr 21 14:23:03 2023","54:f2:94:0f:71:ba","3.3","-52"
"00f4040b","14:6b:9c:f4:04:0b","Fri Apr 21 14:23:03 2023","54:f2:94:0f:71:ba","4.6","-56"
"00f4043b","14:6b:9c:f4:04:3b","Fri Apr 21 14:23:04 2023","54:f2:94:0f:71:ba","2.1","-47"
"00f4043a","14:6b:9c:f4:04:3a","Fri Apr 21 14:23:05 2023","54:f2:94:0f:71:ba","4.2","-55"
"00f4040b","14:6b:9c:f4:04:0b","Fri Apr 21 14:23:05 2023","54:f2:94:0f:71:ba","3.0","-51"
"00f4043b","14:6b:9c:f4:04:3b","Fri Apr 21 14:23:06 2023","54:f2:94:0f:71:ba","2.5","-49"
"00f4043a","14:6b:9c:f4:04:3a","Fri Apr 21 14:23:07 2023","54:f2:94:0f:71:ba","4.6","-56"
"00f4040b","14:6b:9c:f4:04:0b","Fri Apr 21 14:23:07 2023","54:f2:94:0f:71:ba","2.5","-49"
"00f4043b","14:6b:9c:f4:04:3b","Fri Apr 21 14:23:08 2023","54:f2:94:0f:71:ba","2.5","-49"
"00f4040b","14:6b:9c:f4:04:0b","Fri Apr 21 14:23:09 2023","54:f2:94:0f:71:ba","3.9","-54"
"00f4043b","14:6b:9c:f4:04:3b","Fri Apr 21 14:23:10 2023","54:f2:94:0f:71:ba","2.7","-50"
"00f4043a","14:6b:9c:f4:04:3a","Fri Apr 21 14:23:11 2023","54:f2:94:0f:71:ba","3.5","-53"
"00f4040b","14:6b:9c:f4:04:0b","Fri Apr 21 14:23:11 2023","54:f2:94:0f:71:ba","3.9","-54"
"00f4043b","14:6b:9c:f4:04:3b","Fri Apr 21 14:23:12 2023","54:f2:94:0f:71:ba","1.9","-46"
"00f4043a","14:6b:9c:f4:04:3a","Fri Apr 21 14:23:13 2023","54:f2:94:0f:71:ba","2.7","-50"
"00f4040b","14:6b:9c:f4:04:0b","Fri Apr 21 14:23:13 2023","54:f2:94:0f:71:ba","3.9","-54"
"00f4043b","14:6b:9c:f4:04:3b","Fri Apr 21 14:23:14 2023","54:f2:94:0f:71:ba","1.4","-42"
"00f4043a","14:6b:9c:f4:04:3a","Fri Apr 21 14:23:15 2023","54:f2:94:0f:71:ba","2.7","-50"
"00f4040b","14:6b:9c:f4:04:0b","Fri Apr 21 14:23:15 2023","54:f2:94:0f:71:ba","3.9","-54"
"00f4043b","14:6b:9c:f4:04:3b","Fri Apr 21 14:23:16 2023","54:f2:94:0f:71:ba","1.4","-42"
"00f4043a","14:6b:9c:f4:04:3a","Fri Apr 21 14:23:17 2023","54:f2:94:0f:71:ba","3.3","-52"
